school,student,variable,normexam_value,sex_value,schgend_value,type_value
8,79.0,normexam,1.7348992,F,girls,Sngl
8,67.0,normexam,0.0735362,F,girls,Sngl
8,68.0,normexam,-0.555112,F,girls,Sngl
8,69.0,normexam,0.1941492,F,girls,Sngl
8,62.0,normexam,-0.555112,F,girls,Sngl
8,66.0,normexam,-1.438662,F,girls,Sngl
8,77.0,normexam,-0.492781,F,girls,Sngl
8,75.0,normexam,-0.492781,F,girls,Sngl
8,78.0,normexam,1.6618062,,girls,Sngl
8,70.0,normexam,-0.555112,F,girls,Sngl
8,72.0,normexam,-1.438662,F,girls,Sngl
8,74.0,normexam,-0.623051,F,girls,Sngl
8,47.0,normexam,-0.338842,F,girls,Sngl
8,48.0,normexam,1.2405332,F,girls,Sngl
8,49.0,normexam,0.6107292,,girls,Sngl
8,43.0,normexam,-0.062088,F,girls,Sngl
8,45.0,normexam,-2.291731,F,girls,Sngl
8,44.0,normexam,0.0735362,F,girls,Sngl
8,59.0,normexam,-0.492781,F,girls,Sngl
8,56.0,normexam,-0.699505,F,girls,Sngl
8,55.0,normexam,-1.836687,F,girls,Sngl
8,57.0,normexam,-1.335315,F,girls,Sngl
8,52.0,normexam,0.3280722,F,girls,Sngl
8,54.0,normexam,0.2613242,F,girls,Sngl
8,53.0,normexam,1.3101422,F,girls,Sngl
9,106.0,normexam,-1.526653,M,mixed,Mxd
9,101.0,normexam,-1.118624,M,mixed,Mxd
9,117.0,normexam,-1.335315,M,mixed,Mxd
9,121.0,normexam,1.5792202,M,mixed,Mxd
9,79.0,normexam,-0.492781,M,mixed,Mxd
9,93.0,normexam,-0.555112,M,mixed,Mxd
9,86.0,normexam,-0.699505,,mixed,Mxd
9,77.0,normexam,0.4026692,M,mixed,Mxd
9,161.0,normexam,-0.939378,F,mixed,Mxd
9,170.0,normexam,-0.623051,M,mixed,Mxd
9,168.0,normexam,0.8965662,M,mixed,Mxd
9,169.0,normexam,0.0735362,M,mixed,Mxd
9,131.0,normexam,0.7472282,F,mixed,Mxd
9,146.0,normexam,-0.062088,,mixed,Mxd
9,157.0,normexam,-0.623051,F,mixed,Mxd
9,155.0,normexam,-0.699505,M,mixed,Mxd
9,148.0,normexam,-0.555112,F,mixed,Mxd
9,26.0,normexam,-0.265159,F,mixed,Mxd
9,36.0,normexam,-1.335315,M,mixed,Mxd
9,31.0,normexam,0.4781942,F,mixed,Mxd
9,8.0,normexam,-0.265159,M,mixed,Mxd
9,14.0,normexam,0.5443412,F,mixed,Mxd
9,13.0,normexam,-1.62373,M,mixed,Mxd
9,9.0,normexam,-2.108644,M,mixed,Mxd
9,62.0,normexam,-0.129085,M,mixed,Mxd
9,60.0,normexam,0.0735362,M,mixed,Mxd
9,59.0,normexam,0.0735362,M,mixed,Mxd
9,68.0,normexam,-1.335315,F,mixed,Mxd
9,63.0,normexam,-1.118624,F,mixed,Mxd
9,67.0,normexam,-1.526653,M,mixed,Mxd
9,44.0,normexam,0.4781942,F,mixed,Mxd
9,41.0,normexam,-0.197611,F,mixed,Mxd
9,58.0,normexam,0.0043222,F,mixed,Mxd
10,81.0,normexam,0.4026692,M,mixed,Mxd
10,83.0,normexam,-0.338842,M,mixed,Mxd
10,80.0,normexam,0.2613242,F,mixed,Mxd
10,79.0,normexam,-0.419801,M,mixed,Mxd
10,84.0,normexam,0.1340672,M,mixed,Mxd
10,92.0,normexam,-0.338842,M,mixed,Mxd
10,67.0,normexam,1.5792202,M,mixed,Mxd
10,68.0,normexam,0.0735362,F,mixed,Mxd
10,64.0,normexam,0.1340672,F,mixed,Mxd
10,74.0,normexam,0.0043222,M,mixed,Mxd
10,72.0,normexam,0.0043222,M,mixed,Mxd
10,71.0,normexam,-0.623051,M,mixed,Mxd
10,61.0,normexam,-0.062088,F,mixed,Mxd
10,114.0,normexam,-0.419801,M,mixed,Mxd
10,117.0,normexam,0.1340672,M,mixed,Mxd
10,112.0,normexam,0.0043222,M,mixed,Mxd
10,111.0,normexam,-0.419801,M,mixed,Mxd
10,126.0,normexam,-0.939378,M,mixed,Mxd
10,121.0,normexam,-0.129085,F,mixed,Mxd
10,122.0,normexam,-0.265159,M,mixed,Mxd
10,93.0,normexam,-0.338842,F,mixed,Mxd
10,97.0,normexam,-0.939378,F,mixed,Mxd
10,99.0,normexam,0.4026692,M,mixed,Mxd
10,95.0,normexam,-0.623051,F,mixed,Mxd
10,101.0,normexam,-0.623051,F,mixed,Mxd
10,102.0,normexam,-1.118624,M,mixed,Mxd
10,127.0,normexam,-0.338842,M,mixed,Mxd
10,19.0,normexam,-0.265159,M,mixed,Mxd
10,18.0,normexam,-0.776109,F,mixed,Mxd
10,27.0,normexam,0.0043222,M,mixed,Mxd
10,26.0,normexam,-1.62373,M,mixed,Mxd
10,25.0,normexam,-1.029067,F,mixed,Mxd
10,4.0,normexam,0.2613242,F,mixed,Mxd
10,5.0,normexam,0.0735362,F,mixed,Mxd
10,3.0,normexam,-1.029067,M,mixed,Mxd
10,15.0,normexam,1.5792202,F,mixed,Mxd
10,13.0,normexam,-0.492781,F,mixed,Mxd
10,12.0,normexam,-1.526653,M,mixed,Mxd
10,11.0,normexam,0.2613242,F,mixed,Mxd
10,49.0,normexam,-0.492781,M,mixed,Mxd
10,50.0,normexam,-1.219486,M,mixed,Mxd
10,47.0,normexam,-0.129085,M,mixed,Mxd
10,45.0,normexam,-0.265159,M,mixed,Mxd
10,58.0,normexam,0.6787592,F,mixed,Mxd
10,51.0,normexam,-1.526653,M,mixed,Mxd
10,54.0,normexam,-0.699505,M,mixed,Mxd
10,29.0,normexam,-0.062088,F,mixed,Mxd
10,34.0,normexam,-0.939378,M,mixed,Mxd
10,40.0,normexam,0.0735362,M,mixed,Mxd
10,39.0,normexam,0.4781942,F,mixed,Mxd
11,87.0,normexam,0.3280722,M,boys,Sngl
11,90.0,normexam,0.0043222,M,boys,Sngl
11,86.0,normexam,0.5443412,M,boys,Sngl
11,85.0,normexam,0.8965662,M,boys,Sngl
11,84.0,normexam,1.0396082,M,boys,Sngl
11,96.0,normexam,1.6618062,M,boys,Sngl
11,91.0,normexam,0.8219882,M,boys,Sngl
11,95.0,normexam,2.0397092,M,boys,Sngl
11,93.0,normexam,0.4026692,M,boys,Sngl
11,69.0,normexam,1.9003352,M,boys,Sngl
11,74.0,normexam,1.3101422,M,boys,Sngl
11,68.0,normexam,0.0043222,M,boys,Sngl
11,82.0,normexam,-1.62373,M,boys,Sngl
11,81.0,normexam,0.0735362,M,boys,Sngl
11,77.0,normexam,0.0043222,M,boys,Sngl
11,78.0,normexam,0.0735362,,boys,Sngl
11,66.0,normexam,2.2031212,M,boys,Sngl
11,118.0,normexam,-0.623051,M,boys,Sngl
11,119.0,normexam,2.2031212,M,boys,Sngl
11,117.0,normexam,0.3280722,M,boys,Sngl
11,114.0,normexam,0.6787592,M,boys,Sngl
11,126.0,normexam,0.4781942,M,boys,Sngl
11,120.0,normexam,1.9003352,M,boys,Sngl
11,122.0,normexam,0.5443412,M,boys,Sngl
11,121.0,normexam,0.3280722,M,boys,Sngl
11,100.0,normexam,0.0043222,M,boys,Sngl
11,104.0,normexam,0.1340672,M,boys,Sngl
11,105.0,normexam,-1.029067,M,boys,Sngl
11,101.0,normexam,1.7348992,M,boys,Sngl
11,109.0,normexam,0.1941492,M,boys,Sngl
11,106.0,normexam,0.4781942,M,boys,Sngl
11,108.0,normexam,0.1941492,M,boys,Sngl
11,107.0,normexam,-2.108644,M,boys,Sngl
11,20.0,normexam,-0.85267,M,boys,Sngl
11,21.0,normexam,1.5061852,M,boys,Sngl
11,18.0,normexam,0.1340672,M,boys,Sngl
11,17.0,normexam,1.1758492,M,boys,Sngl
11,22.0,normexam,0.2613242,M,boys,Sngl
11,24.0,normexam,0.8219882,M,boys,Sngl
11,23.0,normexam,0.9675862,M,boys,Sngl
11,28.0,normexam,0.1941492,M,boys,Sngl
11,4.0,normexam,1.3747412,M,boys,Sngl
11,6.0,normexam,0.6787592,M,boys,Sngl
11,3.0,normexam,1.9003352,M,boys,Sngl
11,1.0,normexam,-0.492781,M,boys,Sngl
11,16.0,normexam,-0.062088,M,boys,Sngl
11,11.0,normexam,0.3280722,M,boys,Sngl
11,10.0,normexam,1.3747412,M,boys,Sngl
11,64.0,normexam,1.0396082,M,boys,Sngl
11,56.0,normexam,0.7472282,M,boys,Sngl
11,57.0,normexam,-0.419801,M,boys,Sngl
11,52.0,normexam,1.5792202,M,boys,Sngl
11,51.0,normexam,0.5443412,M,boys,Sngl
11,47.0,normexam,0.3280722,M,boys,Sngl
11,62.0,normexam,1.0396082,M,boys,Sngl
11,59.0,normexam,0.9675862,M,boys,Sngl
11,29.0,normexam,0.1941492,M,boys,Sngl
11,34.0,normexam,1.1758492,M,boys,Sngl
11,38.0,normexam,-0.85267,M,boys,Sngl
11,33.0,normexam,0.4781942,M,boys,Sngl
11,45.0,normexam,0.7472282,M,boys,Sngl
11,39.0,normexam,0.5443412,M,boys,Sngl
12,42.0,normexam,-0.623051,F,mixed,Mxd
12,44.0,normexam,0.7472282,F,mixed,Mxd
12,40.0,normexam,-1.723882,M,mixed,Mxd
12,59.0,normexam,0.0043222,F,mixed,Mxd
12,56.0,normexam,0.5443412,M,mixed,Mxd
12,23.0,normexam,0.4026692,F,mixed,Mxd
12,25.0,normexam,0.5443412,F,mixed,Mxd
12,18.0,normexam,-1.118624,M,mixed,Mxd
12,21.0,normexam,-2.108644,M,mixed,Mxd
12,19.0,normexam,1.1094382,F,mixed,Mxd
12,39.0,normexam,0.6787592,M,mixed,Mxd
12,38.0,normexam,0.2613242,F,mixed,Mxd
12,26.0,normexam,0.8965662,M,mixed,Mxd
12,28.0,normexam,-0.419801,M,mixed,Mxd
12,16.0,normexam,1.2405332,F,mixed,Mxd
12,93.0,normexam,0.1941492,F,mixed,Mxd
12,85.0,normexam,0.2613242,F,mixed,Mxd
12,100.0,normexam,-0.939378,F,mixed,Mxd
12,101.0,normexam,0.8219882,M,mixed,Mxd
12,97.0,normexam,-0.419801,M,mixed,Mxd
12,98.0,normexam,-0.197611,M,mixed,Mxd
12,66.0,normexam,-1.335315,M,mixed,Mxd
12,64.0,normexam,-0.338842,F,mixed,Mxd
12,81.0,normexam,-0.492781,F,mixed,Mxd
12,78.0,normexam,-0.555112,M,mixed,Mxd
12,69.0,normexam,0.0735362,F,mixed,Mxd
12,73.0,normexam,-1.62373,M,mixed,Mxd
12,139.0,normexam,0.8965662,F,mixed,Mxd
12,148.0,normexam,-0.265159,M,mixed,Mxd
12,143.0,normexam,-1.526653,M,mixed,Mxd
12,144.0,normexam,-0.699505,F,mixed,Mxd
12,137.0,normexam,0.0043222,M,mixed,Mxd
12,135.0,normexam,0.1340672,F,mixed,Mxd
12,15.0,normexam,0.8965662,F,mixed,Mxd
12,109.0,normexam,0.0043222,M,mixed,Mxd
12,106.0,normexam,-0.555112,F,mixed,Mxd
12,12.0,normexam,0.1941492,F,mixed,Mxd
12,14.0,normexam,0.8965662,F,mixed,Mxd
12,3.0,normexam,0.1340672,M,mixed,Mxd
12,6.0,normexam,-0.197611,F,mixed,Mxd
12,120.0,normexam,0.3280722,M,mixed,Mxd
12,123.0,normexam,0.3280722,M,mixed,Mxd
12,122.0,normexam,0.6787592,M,mixed,Mxd
12,129.0,normexam,0.6787592,F,mixed,Mxd
12,125.0,normexam,-1.029067,M,mixed,Mxd
12,126.0,normexam,0.0735362,F,mixed,Mxd
13,95.0,normexam,-0.555112,F,mixed,Mxd
13,67.0,normexam,-0.699505,M,mixed,Mxd
13,65.0,normexam,-0.939378,F,mixed,Mxd
13,63.0,normexam,0.2613242,F,mixed,Mxd
13,68.0,normexam,0.1340672,F,mixed,Mxd
13,69.0,normexam,0.5443412,F,mixed,Mxd
13,72.0,normexam,-0.555112,F,mixed,Mxd
13,55.0,normexam,-0.419801,M,mixed,Mxd
13,54.0,normexam,-1.836687,M,mixed,Mxd
13,61.0,normexam,-1.723882,M,mixed,Mxd
13,59.0,normexam,0.1340672,F,mixed,Mxd
13,57.0,normexam,-1.526653,M,mixed,Mxd
13,94.0,normexam,0.0735362,F,mixed,Mxd
13,87.0,normexam,-0.623051,F,mixed,Mxd
13,85.0,normexam,1.5061852,F,mixed,Mxd
13,89.0,normexam,1.1094382,M,mixed,Mxd
13,90.0,normexam,-1.962075,F,mixed,Mxd
13,73.0,normexam,-1.335315,F,mixed,Mxd
13,76.0,normexam,2.3136012,F,mixed,Mxd
13,74.0,normexam,-1.438662,M,mixed,Mxd
13,83.0,normexam,-1.438662,,mixed,Mxd
13,82.0,normexam,-0.85267,F,mixed,Mxd
13,78.0,normexam,-0.265159,M,mixed,Mxd
13,50.0,normexam,-1.029067,F,mixed,Mxd
13,140.0,normexam,0.2613242,M,mixed,Mxd
13,135.0,normexam,-0.419801,M,mixed,Mxd
13,131.0,normexam,-0.197611,F,mixed,Mxd
13,146.0,normexam,-1.219486,M,mixed,Mxd
13,147.0,normexam,-2.75266,M,mixed,Mxd
13,143.0,normexam,0.3280722,F,mixed,Mxd
13,96.0,normexam,0.8965662,M,mixed,Mxd
13,112.0,normexam,-0.555112,M,mixed,Mxd
13,115.0,normexam,0.5443412,M,mixed,Mxd
13,109.0,normexam,-0.419801,M,mixed,Mxd
13,105.0,normexam,0.0043222,F,mixed,Mxd
13,125.0,normexam,-0.197611,F,mixed,Mxd
13,127.0,normexam,0.9675862,F,mixed,Mxd
13,117.0,normexam,1.1758492,F,mixed,Mxd
13,119.0,normexam,0.9675862,M,mixed,Mxd
13,124.0,normexam,1.0396082,F,mixed,Mxd
13,123.0,normexam,0.4781942,F,mixed,Mxd
13,48.0,normexam,-1.438662,F,mixed,Mxd
13,28.0,normexam,-0.419801,F,mixed,Mxd
13,31.0,normexam,0.8219882,F,mixed,Mxd
13,25.0,normexam,-0.129085,M,mixed,Mxd
13,22.0,normexam,0.4781942,F,mixed,Mxd
13,45.0,normexam,-0.623051,M,mixed,Mxd
13,46.0,normexam,-0.776109,F,mixed,Mxd
13,36.0,normexam,-1.118624,F,mixed,Mxd
13,37.0,normexam,-0.555112,M,mixed,Mxd
13,39.0,normexam,1.2405332,F,mixed,Mxd
13,6.0,normexam,0.1340672,M,mixed,Mxd
13,10.0,normexam,0.1941492,F,mixed,Mxd
13,11.0,normexam,1.7348992,F,mixed,Mxd
13,12.0,normexam,-0.623051,F,mixed,Mxd
13,7.0,normexam,0.8219882,F,mixed,Mxd
13,8.0,normexam,-1.219486,F,mixed,Mxd
13,21.0,normexam,-0.129085,F,mixed,Mxd
13,19.0,normexam,-1.335315,F,mixed,Mxd
13,20.0,normexam,-0.197611,M,mixed,Mxd
13,14.0,normexam,-0.555112,M,mixed,Mxd
13,16.0,normexam,-0.85267,F,mixed,Mxd
14,98.0,normexam,1.6618062,F,mixed,Mxd
14,97.0,normexam,0.4781942,M,mixed,Mxd
14,99.0,normexam,0.4026692,M,mixed,Mxd
14,101.0,normexam,-0.265159,M,mixed,Mxd
14,85.0,normexam,1.1758492,F,mixed,Mxd
14,94.0,normexam,0.2613242,F,mixed,Mxd
14,86.0,normexam,-0.776109,M,mixed,Mxd
14,92.0,normexam,0.4026692,M,mixed,Mxd
14,119.0,normexam,-0.062088,F,mixed,Mxd
14,117.0,normexam,0.9675862,F,mixed,Mxd
14,123.0,normexam,-0.776109,F,mixed,Mxd
14,105.0,normexam,0.2613242,,mixed,Mxd
14,106.0,normexam,-0.776109,M,mixed,Mxd
14,113.0,normexam,0.1941492,F,mixed,Mxd
14,110.0,normexam,0.4026692,M,mixed,Mxd
14,111.0,normexam,-1.526653,F,mixed,Mxd
14,124.0,normexam,1.4395322,F,mixed,Mxd
14,52.0,normexam,-0.492781,F,mixed,Mxd
14,50.0,normexam,-0.062088,F,mixed,Mxd
14,54.0,normexam,-0.062088,F,mixed,Mxd
14,56.0,normexam,-0.419801,F,mixed,Mxd
14,44.0,normexam,-0.129085,M,mixed,Mxd
14,49.0,normexam,1.1758492,F,mixed,Mxd
14,46.0,normexam,-0.555112,M,mixed,Mxd
14,48.0,normexam,2.2031212,F,mixed,Mxd
14,72.0,normexam,-0.129085,F,mixed,Mxd
14,68.0,normexam,0.1941492,F,mixed,Mxd
14,67.0,normexam,1.3101422,F,mixed,Mxd
14,69.0,normexam,-1.438662,M,mixed,Mxd
14,59.0,normexam,-2.291731,F,mixed,Mxd
14,60.0,normexam,-0.699505,F,mixed,Mxd
14,66.0,normexam,-0.129085,M,mixed,Mxd
14,62.0,normexam,-2.291731,F,mixed,Mxd
14,43.0,normexam,-0.419801,F,mixed,Mxd
14,181.0,normexam,0.4026692,M,mixed,Mxd
14,178.0,normexam,-0.129085,M,mixed,Mxd
14,183.0,normexam,-2.108644,M,mixed,Mxd
14,184.0,normexam,0.3280722,F,mixed,Mxd
14,171.0,normexam,0.6787592,F,mixed,Mxd
14,177.0,normexam,-1.62373,F,mixed,Mxd
14,174.0,normexam,-1.526653,F,mixed,Mxd
14,176.0,normexam,0.8219882,M,mixed,Mxd
14,164.0,normexam,-0.338842,F,mixed,Mxd
14,195.0,normexam,-1.118624,F,mixed,Mxd
14,202.0,normexam,-0.338842,M,mixed,Mxd
14,185.0,normexam,0.7472282,,mixed,Mxd
14,187.0,normexam,1.3101422,M,mixed,Mxd
14,193.0,normexam,-0.555112,F,mixed,Mxd
14,188.0,normexam,1.1758492,F,mixed,Mxd
14,190.0,normexam,0.4781942,F,mixed,Mxd
14,126.0,normexam,-0.699505,F,mixed,Mxd
14,135.0,normexam,-0.623051,F,mixed,Mxd
14,140.0,normexam,0.4026692,M,mixed,Mxd
14,142.0,normexam,0.0043222,M,mixed,Mxd
14,128.0,normexam,-0.699505,,mixed,Mxd
14,133.0,normexam,0.9675862,F,mixed,Mxd
14,132.0,normexam,-0.939378,M,mixed,Mxd
14,155.0,normexam,-1.335315,F,mixed,Mxd
14,154.0,normexam,0.0043222,F,mixed,Mxd
14,156.0,normexam,-1.219486,M,mixed,Mxd
14,160.0,normexam,-0.699505,F,mixed,Mxd
14,153.0,normexam,-1.118624,F,mixed,Mxd
14,151.0,normexam,1.1094382,F,mixed,Mxd
14,152.0,normexam,1.5792202,F,mixed,Mxd
14,204.0,normexam,-1.118624,M,mixed,Mxd
14,41.0,normexam,-0.492781,F,mixed,Mxd
14,23.0,normexam,1.7348992,F,mixed,Mxd
14,21.0,normexam,-1.219486,M,mixed,Mxd
14,24.0,normexam,-0.555112,M,mixed,Mxd
14,26.0,normexam,-0.265159,M,mixed,Mxd
14,20.0,normexam,1.4395322,F,mixed,Mxd
14,15.0,normexam,1.3101422,M,mixed,Mxd
14,17.0,normexam,0.1941492,M,mixed,Mxd
14,11.0,normexam,-1.029067,M,mixed,Mxd
14,36.0,normexam,0.4781942,F,mixed,Mxd
14,40.0,normexam,1.2405332,F,mixed,Mxd
14,27.0,normexam,-0.265159,M,mixed,Mxd
14,31.0,normexam,1.6618062,M,mixed,Mxd
14,35.0,normexam,-0.129085,M,mixed,Mxd
14,33.0,normexam,0.1941492,F,mixed,Mxd
14,34.0,normexam,0.0735362,M,mixed,Mxd
14,2.0,normexam,0.7472282,F,mixed,Mxd
14,416.0,normexam,-0.338842,,mixed,Mxd
14,418.0,normexam,-1.335315,M,mixed,Mxd
14,421.0,normexam,-0.197611,F,mixed,Mxd
14,415.0,normexam,0.7472282,F,mixed,Mxd
14,414.0,normexam,-0.699505,F,mixed,Mxd
14,412.0,normexam,-0.555112,F,mixed,Mxd
14,435.0,normexam,0.6107292,F,mixed,Mxd
14,433.0,normexam,0.9675862,F,mixed,Mxd
14,436.0,normexam,0.7472282,F,mixed,Mxd
14,426.0,normexam,0.5443412,F,mixed,Mxd
14,428.0,normexam,0.8219882,F,mixed,Mxd
14,432.0,normexam,-0.776109,M,mixed,Mxd
14,430.0,normexam,0.4026692,M,mixed,Mxd
14,387.0,normexam,-0.939378,F,mixed,Mxd
14,393.0,normexam,-0.338842,M,mixed,Mxd
14,395.0,normexam,-1.723882,M,mixed,Mxd
14,382.0,normexam,0.1340672,M,mixed,Mxd
14,386.0,normexam,-0.492781,M,mixed,Mxd
14,384.0,normexam,0.6107292,M,mixed,Mxd
14,409.0,normexam,-1.219486,M,mixed,Mxd
14,405.0,normexam,0.5443412,M,mixed,Mxd
14,407.0,normexam,-0.129085,M,mixed,Mxd
14,396.0,normexam,-1.962075,M,mixed,Mxd
14,397.0,normexam,-1.438662,M,mixed,Mxd
14,404.0,normexam,1.1094382,F,mixed,Mxd
14,398.0,normexam,0.8219882,F,mixed,Mxd
14,399.0,normexam,0.6107292,M,mixed,Mxd
14,378.0,normexam,-1.118624,F,mixed,Mxd
14,482.0,normexam,1.3747412,F,mixed,Mxd
14,481.0,normexam,-0.197611,F,mixed,Mxd
14,484.0,normexam,-0.265159,M,mixed,Mxd
14,477.0,normexam,-1.029067,M,mixed,Mxd
14,479.0,normexam,1.3747412,M,mixed,Mxd
14,478.0,normexam,-0.419801,F,mixed,Mxd
14,486.0,normexam,1.1758492,M,mixed,Mxd
14,489.0,normexam,1.2405332,F,mixed,Mxd
14,496.0,normexam,0.7472282,F,mixed,Mxd
14,491.0,normexam,0.9675862,F,mixed,Mxd
14,439.0,normexam,-0.85267,M,mixed,Mxd
14,454.0,normexam,-0.197611,F,mixed,Mxd
14,453.0,normexam,0.4026692,M,mixed,Mxd
14,459.0,normexam,0.5443412,M,mixed,Mxd
14,462.0,normexam,1.1094382,F,mixed,Mxd
14,444.0,normexam,0.2613242,F,mixed,Mxd
14,449.0,normexam,0.0043222,M,mixed,Mxd
14,472.0,normexam,0.1941492,M,mixed,Mxd
14,471.0,normexam,0.1340672,M,mixed,Mxd
14,474.0,normexam,-1.62373,F,mixed,Mxd
14,464.0,normexam,0.0735362,M,mixed,Mxd
14,466.0,normexam,1.8138272,M,mixed,Mxd
14,470.0,normexam,0.1340672,M,mixed,Mxd
14,468.0,normexam,-1.526653,F,mixed,Mxd
14,205.0,normexam,-1.438662,M,mixed,Mxd
14,278.0,normexam,0.8219882,M,mixed,Mxd
14,286.0,normexam,-0.062088,F,mixed,Mxd
14,287.0,normexam,-0.338842,F,mixed,Mxd
14,267.0,normexam,1.8138272,M,mixed,Mxd
14,273.0,normexam,0.0735362,M,mixed,Mxd
14,266.0,normexam,-1.526653,M,mixed,Mxd
14,300.0,normexam,-0.062088,M,mixed,Mxd
14,298.0,normexam,0.6107292,F,mixed,Mxd
14,288.0,normexam,-2.291731,M,mixed,Mxd
14,290.0,normexam,-0.197611,,mixed,Mxd
14,296.0,normexam,-0.197611,M,mixed,Mxd
14,292.0,normexam,0.6107292,F,mixed,Mxd
14,294.0,normexam,-0.129085,F,mixed,Mxd
14,309.0,normexam,1.9003352,M,mixed,Mxd
14,227.0,normexam,0.3280722,F,mixed,Mxd
14,219.0,normexam,0.9675862,M,mixed,Mxd
14,228.0,normexam,0.5443412,F,mixed,Mxd
14,232.0,normexam,1.1758492,,mixed,Mxd
14,208.0,normexam,-0.062088,M,mixed,Mxd
14,217.0,normexam,1.1758492,M,mixed,Mxd
14,216.0,normexam,0.0735362,F,mixed,Mxd
14,263.0,normexam,0.1340672,M,mixed,Mxd
14,260.0,normexam,-0.062088,F,mixed,Mxd
14,258.0,normexam,0.4026692,F,mixed,Mxd
14,261.0,normexam,-1.118624,M,mixed,Mxd
14,234.0,normexam,0.6107292,F,mixed,Mxd
14,235.0,normexam,-1.962075,F,mixed,Mxd
14,255.0,normexam,1.1094382,M,mixed,Mxd
14,252.0,normexam,-1.219486,M,mixed,Mxd
14,377.0,normexam,0.4781942,F,mixed,Mxd
14,353.0,normexam,-0.699505,M,mixed,Mxd
14,357.0,normexam,-1.029067,F,mixed,Mxd
14,359.0,normexam,-0.699505,M,mixed,Mxd
14,347.0,normexam,0.7472282,M,mixed,Mxd
14,348.0,normexam,1.1758492,F,mixed,Mxd
14,350.0,normexam,-0.129085,F,mixed,Mxd
14,345.0,normexam,1.5792202,F,mixed,Mxd
14,374.0,normexam,0.8219882,F,mixed,Mxd
14,373.0,normexam,-0.265159,M,mixed,Mxd
14,375.0,normexam,-0.129085,F,mixed,Mxd
14,360.0,normexam,1.1094382,F,mixed,Mxd
14,367.0,normexam,0.4781942,M,mixed,Mxd
14,371.0,normexam,0.2613242,F,mixed,Mxd
14,369.0,normexam,0.6107292,F,mixed,Mxd
14,370.0,normexam,-0.265159,F,mixed,Mxd
14,324.0,normexam,0.8965662,M,mixed,Mxd
14,323.0,normexam,-0.338842,F,mixed,Mxd
14,325.0,normexam,0.9675862,F,mixed,Mxd
14,326.0,normexam,-0.555112,M,mixed,Mxd
14,311.0,normexam,-0.623051,F,mixed,Mxd
14,315.0,normexam,0.0043222,M,mixed,Mxd
14,318.0,normexam,0.2613242,M,mixed,Mxd
14,344.0,normexam,-1.526653,M,mixed,Mxd
14,338.0,normexam,-0.939378,F,mixed,Mxd
14,340.0,normexam,-1.836687,M,mixed,Mxd
14,342.0,normexam,1.1758492,F,mixed,Mxd
14,331.0,normexam,0.5443412,M,mixed,Mxd
15,211.0,normexam,-0.85267,F,mixed,Mxd
15,208.0,normexam,-0.197611,F,mixed,Mxd
15,215.0,normexam,-0.623051,F,mixed,Mxd
15,214.0,normexam,-0.129085,,mixed,Mxd
15,27.0,normexam,0.1340672,M,mixed,Mxd
15,26.0,normexam,2.2031212,,mixed,Mxd
15,17.0,normexam,1.5792202,F,mixed,Mxd
15,22.0,normexam,0.2613242,M,mixed,Mxd
15,20.0,normexam,-1.219486,M,mixed,Mxd
15,21.0,normexam,1.5792202,M,mixed,Mxd
15,37.0,normexam,1.8138272,F,mixed,Mxd
15,32.0,normexam,0.6107292,F,mixed,Mxd
15,33.0,normexam,0.0735362,F,mixed,Mxd
15,100.0,normexam,0.1941492,M,mixed,Mxd
15,1.0,normexam,0.4781942,F,mixed,Mxd
15,105.0,normexam,-0.492781,F,mixed,Mxd
15,104.0,normexam,-0.623051,M,mixed,Mxd
15,103.0,normexam,0.6107292,M,mixed,Mxd
15,15.0,normexam,-0.419801,M,mixed,Mxd
15,11.0,normexam,-1.962075,F,mixed,Mxd
15,14.0,normexam,1.1094382,M,mixed,Mxd
15,8.0,normexam,-0.85267,M,mixed,Mxd
15,6.0,normexam,0.3280722,F,mixed,Mxd
15,7.0,normexam,-1.335315,M,mixed,Mxd
15,75.0,normexam,0.8219882,F,mixed,Mxd
15,76.0,normexam,0.3280722,M,mixed,Mxd
15,81.0,normexam,1.1094382,F,mixed,Mxd
15,73.0,normexam,-0.492781,F,mixed,Mxd
15,70.0,normexam,-0.338842,F,mixed,Mxd
15,67.0,normexam,-0.197611,M,mixed,Mxd
15,94.0,normexam,-0.85267,M,mixed,Mxd
15,95.0,normexam,-1.62373,F,mixed,Mxd
15,86.0,normexam,0.1941492,M,mixed,Mxd
15,83.0,normexam,-1.62373,,mixed,Mxd
15,90.0,normexam,-0.129085,M,mixed,Mxd
15,87.0,normexam,-0.85267,F,mixed,Mxd
15,88.0,normexam,-0.197611,,mixed,Mxd
15,42.0,normexam,0.6787592,F,mixed,Mxd
15,48.0,normexam,-0.939378,M,mixed,Mxd
15,47.0,normexam,-0.939378,M,mixed,Mxd
15,51.0,normexam,0.1340672,F,mixed,Mxd
15,46.0,normexam,-0.265159,F,mixed,Mxd
15,44.0,normexam,-1.118624,M,mixed,Mxd
15,65.0,normexam,-1.029067,F,mixed,Mxd
15,61.0,normexam,-0.85267,F,mixed,Mxd
15,59.0,normexam,-0.062088,F,mixed,Mxd
15,62.0,normexam,1.4395322,F,mixed,Mxd
15,64.0,normexam,-0.265159,F,mixed,Mxd
15,54.0,normexam,1.9003352,F,mixed,Mxd
15,53.0,normexam,-0.062088,M,mixed,Mxd
15,56.0,normexam,-1.219486,M,mixed,Mxd
